elevation,slope,road_density,gdp_per_capita,pop_density,river_dist,farmland_ratio
0.01632901767953504,0.004037002060024059,0.030835965975902158,0.8630067202390016,0.00832800765625722,0.04190253884034575,0.035560747548934325
0.012229776904849903,0.0,0.0312769713789231,0.8834266112418493,0.0,0.04689736689344637,0.02616927358093144
0.0023344209940754286,0.0,0.02300073366938393,0.916951286226849,0.0,0.03492369154548296,0.022789867564208918
0.02289332168537624,0.015160401709176374,0.012050212705312638,0.8453227331896168,0.0,0.06283233220311168,0.0417409985074062
0.021915990141792383,0.0,0.02800189232336301,0.824710706754676,0.009342125911479161,0.05750259443418957,0.05852669043449986
0.0,0.0,0.0,0.9176572392628263,0.0,0.06896445535897078,0.013378305378203007
0.015527505508234259,0.0,0.0169635891849026,0.8974295213083842,0.014550952672066278,0.04592261653813266,0.009605814788279994
0.013899467487400048,0.010304103941616492,0.039420643217217034,0.8513443366136707,0.016033847727537357,0.046183790278628505,0.022813810733929827
0.0027193829541917545,0.0,0.005374310955984647,0.9628035782594735,0.0,0.02910272783035012,0.0
0.028879377779715852,0.0013471672104206007,0.02703302630676809,0.7981905048433455,0.024808244050664036,0.07540767741675401,0.044334002392331845
0.01729113589581957,0.0,0.03104011048127827,0.8559375551465103,0.01598575590717034,0.04511742135756446,0.03462802121165707
0.010971315565992354,0.010126584174462282,0.024638524720344116,0.8422715441293734,0.03053497684510316,0.047857567415668996,0.03359948714905574
0.0,0.0,0.010282591869053715,0.93380833460249,0.0,0.055909073528456185,0.0
0.007515991209615327,0.00997642796326269,0.018383920347904033,0.8975409438072808,0.0,0.05460379741723132,0.011978919254705843
0.0,0.0,0.024488406413558473,0.8653463938933287,0.0,0.07961800666874043,0.030547193024372477
0.0,0.0,0.02195367085445331,0.8432725566075246,0.018922083961531385,0.08020302060537635,0.03564866797111414
0.006720659423949921,0.0004941014273630955,0.01596041339701207,0.8950357599623714,0.0,0.07396262037051093,0.007826445418792639
0.010879346120876408,0.0,0.02599945321473305,0.8965068054462537,0.016817444125257475,0.046093503241079116,0.003703447851800247
0.001911028626353377,0.0,0.021751818373931163,0.8614982501302854,0.007728442380432936,0.0764543072210254,0.030656153267971664
0.0,0.0,0.011559447591044197,0.9092311378384146,0.0,0.029946905207617634,0.04926250936292355
0.018369886169609162,0.0,0.033914283726502875,0.8659437145559857,0.0,0.07991916451088626,0.001852951037015827
0.0,0.009622032183445902,0.006958297354598629,0.8667207352627292,0.0,0.09838524285083643,0.018313692348389813
0.0,0.0,0.002991602078006621,0.9120476926398047,0.0,0.05457826448138052,0.030382440800808232
0.0,0.020920969781379042,0.03377286586676188,0.8271594736576016,0.0013481066308608308,0.08019071322349265,0.03660787083990403
0.021100616555755167,0.0029013447093553797,0.028230645947941876,0.8551651911456554,0.0015401126822116712,0.06912062279986918,0.02194146615921134
0.0,0.0,0.0,0.949929988932912,0.002880015642704643,0.03410742953636255,0.013082565888020755
0.0,0.0,0.0019830512105847176,0.9593907112569643,0.01472780089205037,0.02389843664040054,0.0
0.0,0.0,0.0016956684452495382,0.9182302936909659,0.002586155066173209,0.05095140775458431,0.026536475043027023
0.0,0.0,0.0006216780793032545,0.9009589839580852,0.001472658915854473,0.049741932717493116,0.04720474632926401
0.013852122286425727,0.011215367669133613,0.0,0.8750602381821295,0.0,0.06656029728774993,0.03331197457456122
0.0,0.005650225165556797,0.02265940277704584,0.9066406166048542,0.006315194451890551,0.046651172625511876,0.012083388375140778
0.0027166038173729195,0.012468349257330466,0.023275666913921866,0.9148340321139004,0.0,0.04059206539307666,0.006113282504397631
0.004879149844570247,0.0,0.0032004932925437384,0.9102796075107091,0.010291274904742053,0.0558487887772153,0.015500685670219509
0.013028357649808699,0.0,0.02267666637178543,0.8697180833545596,0.0,0.07684666956430991,0.017730223059536292
0.0012203070452932053,0.0,0.014985755425163042,0.9111828507428007,0.01699224471722532,0.04038396216315538,0.015234879906362528
0.0,0.0,0.00015954666422284523,0.9222577397823613,0.0017709499312018552,0.056994141483728215,0.01881762213848591
0.0026349119281348227,0.0,0.013766851663120321,0.9149909591237564,0.0,0.04223931363282226,0.02636796365216622
0.0015171593735966364,0.0,0.010791541567260731,0.8732131944814269,0.0,0.07132899613152346,0.043149108446192325
0.0007360734969457758,0.0,0.03683034792236828,0.8846093483302612,0.0,0.04968710460686122,0.028137125643563604
0.007758315575020258,0.0,0.007682179471460391,0.9210633982596718,0.0,0.04426611976530259,0.019229986928544957
0.017131310648917954,0.004520076323414058,0.01986005950481569,0.860313031688008,0.0,0.06140369083956104,0.036771830995283236
0.0,0.005913854667194509,0.028282479979882636,0.8564843223600616,0.0,0.09074168258554202,0.018577660407319424
0.0034700756261164304,0.003922325103090072,0.015649866429846174,0.8946618373194558,0.0,0.0776503181357209,0.0046455773857706365
0.018687842676266313,0.0,0.017737948279855167,0.8835001739383964,0.0,0.07229118817029175,0.00778284693519032
0.006351775807338596,0.003614693902595376,0.05948484038978675,0.8171022225142478,0.010590063553091719,0.08286080834261424,0.019995595490325428
0.012268854926356515,0.0,0.021384661941171383,0.8381303728794132,0.0,0.07433009927416448,0.05388601097889462
0.0,0.0,0.00427741199541977,0.8905435651128282,0.0,0.08763170298908475,0.017547319902667318
0.012828923017831853,0.0,0.03122667631965847,0.8693355858102525,0.0,0.07321303744430191,0.013395777407955247
0.0,0.0,0.018208752088446554,0.9191039109132522,0.0,0.06268733699830124,0.0
0.0,0.0,0.0,0.9118845180993684,0.0,0.08811548190063159,0.0
