id,x,y,elevation,slope,road_density,gdp_per_capita,pop_density,river_dist,farmland_ratio,y_area_change,t1_PD,t1_AI,t1_CONN,t1_FRAC,t2_PD,t2_AI,t2_CONN,t2_FRAC,true_type
0,0.0,0.0,554.0203179333494,30.0,0.29218469380561324,2.347279585044489,1.9819396148005097,4.7073468979283035,0.24121219070515562,2.687652400739632,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
1,4.137931034482759,0.0,424.06871298623713,22.78159516590206,0.0,1.2688460953232337,117.49447734556702,0.0,0.202870858976982,4.914075542838092,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
2,8.275862068965518,0.0,294.11710803912484,15.562061557729157,0.0,0.0,233.0070150763335,0.0,0.3726367076876039,2.1288369086520347,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
3,12.413793103448278,0.0,579.5781602890982,30.0,0.0,1.3189480912818312,0.0,0.0,0.17103842089767227,5.34083059163147,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
4,16.551724137931036,0.0,896.9940323234624,30.0,0.0,0.0,0.0,0.0,0.28286879266806664,10.425460797011034,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
5,20.689655172413794,0.0,1003.74355922538,30.0,0.03700110915112276,0.0,0.0,1.7395053693111266,0.10099689303491052,12.464500101783418,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
6,24.827586206896555,0.0,1003.2138435021848,30.0,0.24948600467123255,0.0,0.0,9.943325046893715,0.0,11.540522911476371,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
7,28.965517241379313,0.0,657.1707593160139,30.0,0.0,1.5855697664281962,0.0,9.173948834131073,0.1150196457399951,5.461357053576122,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
8,33.10344827586207,0.0,216.89675645812255,11.272042025451253,0.0,0.0,301.6473275927799,5.957337378547008,0.22673235323587235,1.9032305999929233,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
9,37.24137931034483,0.0,137.48302448006274,6.860168026670151,0.0,0.0,372.23731157327757,6.77311474088909,0.19075246170553736,0.29500408714243936,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
10,41.37931034482759,0.0,181.11663396472633,9.284257442484796,0.0,1.7008778215829756,333.4518809202433,9.344493243033925,0.19281873456586437,0.37473121543767873,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
11,45.51724137931035,0.0,253.81472522313297,13.323040290174054,0.0,2.3435277513325223,268.83135535721516,10.549244104683734,0.18533986861604523,2.9739151919088824,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting
12,49.65517241379311,0.0,366.32282512162817,19.5734902845349,0.0,1.7150546413611156,168.82415544744163,10.836262263133754,0.18524742924718554,3.246858897988089,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
13,53.793103448275865,0.0,326.0168556298541,17.334269757214116,0.0,0.0,204.65168388457414,12.807020793488691,0.18021822770859575,0.9052660288294401,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
14,57.931034482758626,0.0,171.10033409537812,8.727796338632118,0.0,0.0,342.3552585818861,16.04058460277232,0.17321575381463808,0.5180641359813432,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
15,62.06896551724138,0.0,119.7543143687952,5.87523968715529,0.0,0.0,387.99616500551537,16.04310272897806,0.3168327831012596,-0.6117916054852781,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting
16,66.20689655172414,0.0,171.9787964501053,8.776599802783629,0.0,0.0,341.57440315546194,12.814575172105922,0.5452018090852209,-1.1043806153669644,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
17,70.3448275862069,0.0,154.75063893198353,7.819479940665752,0.52584358297874,0.0,356.888320949348,4.316409393850561,0.49709387300132263,-0.5580875978591269,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
18,74.48275862068967,0.0,44.91896194795317,1.7177201082196207,1.563416047676054,0.0,454.5164782684861,0.0,0.0,-1.3056106115291102,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
19,78.62068965517241,0.0,65.9936364193163,2.8885353566286835,1.203891659234701,0.0,435.78343429394107,0.0,0.0,0.8571733085909352,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
20,82.75862068965517,0.0,287.19079766985675,15.177266537214264,0.0,5.925033201489448,239.16373540457178,0.0,0.0,5.3704117225083,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
21,86.89655172413794,0.0,415.8594891653054,22.3255271758503,0.0,6.562483880720803,124.7915651863952,4.564947009278678,0.08107655198801358,5.489281961216264,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting
22,91.0344827586207,0.0,357.59318857368606,19.088510476315893,0.0,10.240946560271903,176.58383237894571,0.0,0.04521661729526025,3.8361948452970625,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
23,95.17241379310346,0.0,280.66990177349425,14.814994542971903,0.0,14.454615937486775,244.96008731244956,0.0,0.01712932477631704,6.934810119650483,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
24,99.31034482758622,0.0,135.3376655418703,6.740981418992796,0.0,15.989152676380966,374.14429729611527,0.0,0.0,10.325577151778829,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
25,103.44827586206897,0.0,78.3531182541518,3.575173236341766,0.3795824368551073,11.158213864275528,424.79722821853176,0.0,0.0,7.546063667273728,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
26,107.58620689655173,0.0,248.66149116411992,13.036749509117774,0.6164140022678545,10.253032028695547,273.4120078541156,0.0,0.18820226276888324,8.8798627097935,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
27,111.72413793103449,0.0,401.42919124080856,21.5238439578227,0.8121761675018847,5.959547539893715,137.61849667483682,2.5749521073280084,0.2379419509921429,5.308311572951414,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
28,115.86206896551725,0.0,326.1681444848766,17.34267469360426,0.4740361304126118,1.708710131794499,204.51720490233188,1.98767060031363,0.2872331704358625,5.671934175200888,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
29,120.0,0.0,250.90709772894462,13.161505429385812,0.13589609332333896,0.0,271.415913129827,1.4003890932992515,0.3541210598620608,0.29602687663715277,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
30,0.0,4.137931034482759,372.34428866421996,19.90801603690111,0.0,0.0,163.47174340958225,0.0,0.11916066937731648,1.6992068136165472,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting
31,4.137931034482759,4.137931034482759,412.40703526159746,22.13372418119986,0.0,1.0682072668174794,127.86041310080228,0.0,0.20482207795658158,4.874157927365026,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
32,8.275862068965518,4.137931034482759,452.46978185897495,24.35943232549861,0.0,1.7430015976152895,92.24908279202225,0.3063630934149492,0.23533218334611705,4.498162904533488,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
33,12.413793103448278,4.137931034482759,543.9231833243589,29.44017685135327,0.22785024763068867,1.9539859766546313,10.95717037834767,0.0,0.17650553124216078,3.4215584348290218,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
34,16.551724137931036,4.137931034482759,639.3297120872815,30.0,1.0942117378410194,0.9415947603518535,0.0,0.0,0.16412916734778593,4.358070850700291,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
35,20.689655172413794,4.137931034482759,805.5519461431704,30.0,0.5113495927896379,0.0,0.0,0.0,0.09460882363321703,7.33423990242424,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
36,24.827586206896555,4.137931034482759,911.9421332723431,30.0,0.0,0.0,0.0,3.7134920779292475,0.008187513019036835,10.329159029447736,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
37,28.965517241379313,4.137931034482759,689.9228717059053,30.0,0.0,0.0,0.0,3.6781721593031333,0.12277250999515502,4.613669373812328,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
38,33.10344827586207,4.137931034482759,378.3373968588465,20.24096649215814,0.0,4.304305399918146,158.14453612546976,1.7991882528874323,0.23632951203762634,2.7671820134007263,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting
39,37.24137931034483,4.137931034482759,292.4450545124183,15.469169695134353,0.0,3.3653823278132284,234.49328487785036,3.2452395088419186,0.23465000770687205,4.390171514467918,400.0,56.25,1.0,1.2090619551221675,10000.0,0.0,0.25,1.0,fragmenting
40,41.37931034482759,4.137931034482759,284.1778283367022,15.009879352039011,0.0,0.0,241.84193036737582,6.165521615552876,0.2090695181241293,0.23421810785958846,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,769.2307692307693,44.44444444444444,0.5,1.2549471261506067,stable
41,45.51724137931035,4.137931034482759,271.67829899265917,14.315461055147733,0.0,0.0,252.95262311763628,8.188342129433043,0.18166184475486943,2.961228960306285,2000.0,25.0,0.3333333333333333,1.3652123889719707,400.0,56.25,1.0,1.2090619551221675,aggregating
42,49.65517241379311,4.137931034482759,270.8854199212568,14.271412217847601,0.0,0.0,253.6574045144384,9.552331996397882,0.1497717190068103,0.20998685363282166,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
43,53.793103448275865,4.137931034482759,285.5063541256213,15.083686340312298,0.0,0.0,240.66101855500324,9.555455145489654,0.17551837595416672,2.287920577316594,2000.0,25.0,0.5,1.3652123889719707,2500.0,35.59322033898305,0.8,1.0459431618637296,expanding
